,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,prism:isbn,pubmed-id
7,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092592412'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85092592412?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092592412&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092592412&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85092592412,SCOPUS_ID:85092592412,2-s2.0-85092592412,"Electronic enclosures, housings and packages",Süli F.,"Electronic Enclosures, Housings and Packages",,,1-569,2018-01-01,1 January 2018,10.1016/C2017-0-00713-9,,1,"[{'@_fa': 'true', 'affilname': 'GB Mentors', 'affiliation-city': 'Inverness', 'affiliation-country': 'United Kingdom'}]",Book,bk,Book,,21101023234,0,False,,,,,"[{'@_fa': 'true', '$': '9780081023914'}, {'@_fa': 'true', '$': '9780081023921'}]",
8,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85081314164'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85081314164?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081314164&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081314164&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780128128176000085'}]",https://api.elsevier.com/content/abstract/scopus_id/85081314164,SCOPUS_ID:85081314164,2-s2.0-85081314164,Building automation for energy efficiency,,Handbook of Energy Efficiency in Buildings: A Life Cycle Approach,,,597-673,2018-01-01,1 January 2018,10.1016/B978-0-12-812817-6.00008-5,B9780128128176000085,0,,Book,ch,Book Chapter,,21100967792,0,False,,,,,"[{'@_fa': 'true', '$': '9780128128176'}, {'@_fa': 'true', '$': '9780128128183'}]",
9,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85054097148'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85054097148?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054097148&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054097148&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610218301826'}]",https://api.elsevier.com/content/abstract/scopus_id/85054097148,SCOPUS_ID:85054097148,2-s2.0-85054097148,In search for market-based energy efficiency investment in households: Smart home solutions as an option for optimized use of energy and reduction of costs for energy,Aboltins R.,Energy Procedia,18766102,147,1-6,2018-01-01,2018,10.1016/j.egypro.2018.07.026,S1876610218301826,1,"[{'@_fa': 'true', 'affilname': 'Riga Technical University', 'affiliation-city': 'Riga', 'affiliation-country': 'Latvia'}]",Conference Proceeding,cp,Conference Paper,,17700156736,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
10,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85050672016'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85050672016?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050672016&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050672016&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85050672016,SCOPUS_ID:85050672016,2-s2.0-85050672016,Influence of rebound effect on energy saving in smart homes,Chen K.j.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,10912 LNCS,266-274,2018-01-01,2018,10.1007/978-3-319-92252-2_21,,1,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,25674,0,False,16113349,,,,"[{'@_fa': 'true', '$': '9783319922515'}]",
11,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85041205998'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85041205998?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041205998&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041205998&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85041205998,SCOPUS_ID:85041205998,2-s2.0-85041205998,Modeling interprovincial cooperative energy saving in China: An electricity utilization perspective,Zeng L.,Energies,,11,,2018-01-01,2018,10.3390/en11010241,,10,"[{'@_fa': 'true', 'affilname': 'Shanghai Jiao Tong University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,re,Review,241,62932,1,True,19961073,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1,,
12,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85021317858'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85021317858?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021317858&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021317858&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1364032117310432'}]",https://api.elsevier.com/content/abstract/scopus_id/85021317858,SCOPUS_ID:85021317858,2-s2.0-85021317858,Residential electricity pricing in China: The context of price-based demand response,Yang C.,Renewable and Sustainable Energy Reviews,13640321,81,2870-2878,2018-01-01,January 2018,10.1016/j.rser.2017.06.093,S1364032117310432,42,"[{'@_fa': 'true', 'affilname': 'Hefei University of Technology', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",Journal,re,Review,,27567,0,False,18790690,,,,,
13,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85020834166'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85020834166?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020834166&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020834166&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1364032117309620'}]",https://api.elsevier.com/content/abstract/scopus_id/85020834166,SCOPUS_ID:85020834166,2-s2.0-85020834166,Spatial variation in energy attitudes and perceptions: Evidence from Europe,Balta-Ozkan N.,Renewable and Sustainable Energy Reviews,13640321,81,2160-2180,2018-01-01,January 2018,10.1016/j.rser.2017.06.027,S1364032117309620,10,"[{'@_fa': 'true', 'affilname': 'Cranfield University', 'affiliation-city': 'Cranfield', 'affiliation-country': 'United Kingdom'}]",Journal,re,Review,,27567,0,False,18790690,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
14,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85028352012'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85028352012?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028352012&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028352012&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0959652617316426'}]",https://api.elsevier.com/content/abstract/scopus_id/85028352012,SCOPUS_ID:85028352012,2-s2.0-85028352012,A new unified approach to evaluate economic acceptance towards main green technologies using the meta-analysis,Bigerna S.,Journal of Cleaner Production,09596526,167,1251-1262,2017-11-20,20 November 2017,10.1016/j.jclepro.2017.07.188,S0959652617316426,7,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Perugia', 'affiliation-city': 'Perugia', 'affiliation-country': 'Italy'}]",Journal,ar,Article,,19167,0,False,,,,,,
15,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85033586455'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85033586455?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033586455&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033586455&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0140988317303122'}]",https://api.elsevier.com/content/abstract/scopus_id/85033586455,SCOPUS_ID:85033586455,2-s2.0-85033586455,The environmental impacts of green technologies in TX,Spiller E.,Energy Economics,01409883,68,199-214,2017-10-01,October 2017,10.1016/j.eneco.2017.09.009,S0140988317303122,5,"[{'@_fa': 'true', 'affilname': 'Environmental Defense Fund', 'affiliation-city': 'New York', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29374,0,False,,,,,,
16,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85027220550'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85027220550?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027220550&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027220550&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S221462961730230X'}]",https://api.elsevier.com/content/abstract/scopus_id/85027220550,SCOPUS_ID:85027220550,2-s2.0-85027220550,Seven questions around interdisciplinarity in energy research,Pellegrino M.,Energy Research and Social Science,22146296,32,1-12,2017-10-01,October 2017,10.1016/j.erss.2017.07.007,S221462961730230X,21,"[{'@_fa': 'true', 'affilname': 'Université Paris-Est', 'affiliation-city': 'Marne-la-Vallee', 'affiliation-country': 'France'}]",Journal,ar,Article,,21100325067,0,False,,,,,,
17,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016710977'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85016710977?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85016710977&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85016710977&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2214629617300816'}]",https://api.elsevier.com/content/abstract/scopus_id/85016710977,SCOPUS_ID:85016710977,2-s2.0-85016710977,Designing for residents: Building monitoring and co-creation in social housing renovation in the Netherlands,Guerra-Santin O.,Energy Research and Social Science,22146296,32,164-179,2017-10-01,October 2017,10.1016/j.erss.2017.03.009,S2214629617300816,22,"[{'@_fa': 'true', 'affilname': 'Delft University of Technology', 'affiliation-city': 'Delft', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,,21100325067,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
18,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015079150'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85015079150?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85015079150&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85015079150&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85015079150,SCOPUS_ID:85015079150,2-s2.0-85015079150,Prosumers and smart grid technologies in Denmark: developing user competences in smart grid households,Hansen M.,Energy Efficiency,1570646X,10,1215-1234,2017-10-01,1 October 2017,10.1007/s12053-017-9514-7,,31,"[{'@_fa': 'true', 'affilname': 'Technical University of Denmark', 'affiliation-city': 'Lyngby', 'affiliation-country': 'Denmark'}]",Journal,ar,Article,,11900154313,0,False,15706478,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",5,,
19,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85013130484'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85013130484?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013130484&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013130484&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S221462961730049X'}]",https://api.elsevier.com/content/abstract/scopus_id/85013130484,SCOPUS_ID:85013130484,2-s2.0-85013130484,Convenience and energy consumption in the smart home of the future: Industry visions from Australia and beyond,Strengers Y.,Energy Research and Social Science,22146296,32,86-93,2017-10-01,October 2017,10.1016/j.erss.2017.02.008,S221462961730049X,53,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,21100325067,0,False,,,,,,
20,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85061357982'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85061357982?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061357982&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061357982&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85061357982,SCOPUS_ID:85061357982,2-s2.0-85061357982,"Sustainable Economics: Context, challenges and opportunities for the 21st-century practitioner",Skene K.,"Sustainable Economics: Context, Challenges and Opportunities for the 21st-Century Practitioner",,,1-462,2017-09-08,8 September 2017,10.4324/9781351286206,,10,,Book,bk,Book,,21100898088,0,False,,,,,"[{'@_fa': 'true', '$': '9781351286190'}, {'@_fa': 'true', '$': '9781783531547'}]",
21,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85034832183'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85034832183?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034832183&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034832183&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85034832183,SCOPUS_ID:85034832183,2-s2.0-85034832183,"Energy justice: Re-balancing the trilemma of security, poverty and climate change",McCauley D.,"Energy Justice: Re-Balancing the Trilemma of Security, Poverty and Climate Change",,,1-105,2017-08-21,21 August 2017,10.1007/978-3-319-62494-5,,13,"[{'@_fa': 'true', 'affilname': 'University of St Andrews', 'affiliation-city': 'St Andrews', 'affiliation-country': 'United Kingdom'}]",Book,bk,Book,,21100839234,0,False,,,,,"[{'@_fa': 'true', '$': '9783319624945'}, {'@_fa': 'true', '$': '9783319624938'}]",
22,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026464504'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026464504?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026464504&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85026464504&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85026464504,SCOPUS_ID:85026464504,2-s2.0-85026464504,Understanding Occupants’ Behaviour for Energy Efficiency in Buildings,Schweiker M.,Current Sustainable/Renewable Energy Reports,,4,8-14,2017-03-01,March 2017,10.1007/s40518-017-0065-5,,16,"[{'@_fa': 'true', 'affilname': 'Karlsruher Institut für Technologie', 'affiliation-city': 'Karlsruhe', 'affiliation-country': 'Germany'}]",Journal,re,Review,,21101048373,0,False,21963010,,,1,,
23,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85011915627'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85011915627?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85011915627&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85011915627&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85011915627,SCOPUS_ID:85011915627,2-s2.0-85011915627,Approaches to induce behavioral changes with respect to electricity consumption,Tsuda K.,Journal of Environmental Studies and Sciences,21906483,7,30-38,2017-03-01,1 March 2017,10.1007/s13412-016-0396-3,,5,"[{'@_fa': 'true', 'affilname': 'Yamaguchi Center for Arts and Media [YCAM]', 'affiliation-city': 'Yamaguchi', 'affiliation-country': 'Japan'}]",Journal,re,Review,,21100464902,0,False,21906491,,,1,,
24,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84964543738'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/84964543738?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84964543738&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84964543738&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/84964543738,SCOPUS_ID:84964543738,2-s2.0-84964543738,Perspectives on quantifying and influencing household metabolism,Harder R.,Journal of Environmental Planning and Management,09640568,60,178-203,2017-02-01,1 February 2017,10.1080/09640568.2016.1142864,,5,"[{'@_fa': 'true', 'affilname': 'Chalmers University of Technology', 'affiliation-city': 'Gothenburg', 'affiliation-country': 'Sweden'}]",Journal,re,Review,,23373,0,False,13600559,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",2,,
0,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85085932144'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85085932144?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085932144&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085932144&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85085932144,SCOPUS_ID:85085932144,2-s2.0-85085932144,An energy-neutrality based evaluation into the effectiveness of occupancy sensors in buildings: An integrated life-cycle study,Kumar T.,"Proceedings of 33rd PLEA International Conference: Design to Thrive, PLEA 2017",,2,2579-2586,2017-01-01,2017,,,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Science', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,,21100996077,0,False,,,,,"[{'@_fa': 'true', '$': '9780992895754'}]",
1,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85047139530'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85047139530?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047139530&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047139530&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85047139530,SCOPUS_ID:85047139530,2-s2.0-85047139530,An investigation into energy consumption behaviour and lifestyles in UK homes: Developing a smart application as a tool for reducing home energy use,Shi W.,"Proceedings of 33rd PLEA International Conference: Design to Thrive, PLEA 2017",,1,859-866,2017-01-01,2017,,,1,"[{'@_fa': 'true', 'affilname': 'University of East London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Conference Proceeding,cp,Conference Paper,,21100996077,0,False,,,,,"[{'@_fa': 'true', '$': '9780992895754'}]",
2,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026247767'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85026247767?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026247767&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85026247767&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0007850617301518'}]",https://api.elsevier.com/content/abstract/scopus_id/85026247767,SCOPUS_ID:85026247767,2-s2.0-85026247767,Design for reduced resource consumption during the use phase of products,Shu L.H.,CIRP Annals - Manufacturing Technology,00078506,66,635-658,2017-01-01,2017,10.1016/j.cirp.2017.06.001,S0007850617301518,25,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,19804,0,False,17260604,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",2,,
3,true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019886442'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85019886442?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019886442&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019886442&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1364032116308310'}]",https://api.elsevier.com/content/abstract/scopus_id/85019886442,SCOPUS_ID:85019886442,2-s2.0-85019886442,The role of context in residential energy interventions: A meta review,Šćepanović S.,Renewable and Sustainable Energy Reviews,13640321,77,1146-1168,2017-01-01,2017,10.1016/j.rser.2016.11.044,S1364032116308310,24,"[{'@_fa': 'true', 'affilname': 'Aalto University', 'affiliation-city': 'Espoo', 'affiliation-country': 'Finland'}]",Journal,re,Review,,27567,0,False,18790690,,,,,
